latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
21.90921,-78.6346,399.45,1.08,1.04,2025-02-16,1925,A,100,6.1NRT,307.57,263,D
21.90763,-78.64468,401.96,1.08,1.04,2025-02-16,1925,A,100,6.1NRT,316.09,279.39,D
21.90605,-78.65476,338.42,1.08,1.04,2025-02-16,1925,A,77,6.1NRT,312.1,29.45,D
21.87179,-78.93223,322.74,1.1,1.05,2025-02-16,1925,A,72,6.1NRT,306.05,12.39,D
21.95986,-78.42796,335.74,1.06,1.03,2025-02-16,1925,A,86,6.1NRT,305.35,28.4,D
21.92692,-78.70021,322.75,1.08,1.04,2025-02-16,1925,A,70,6.1NRT,306.88,10.09,D
21.91446,-78.82908,351.95,1.09,1.04,2025-02-16,1925,A,83,6.1NRT,305.4,66.65,D
21.97746,-78.54945,321.74,1.07,1.03,2025-02-16,1925,A,51,6.1NRT,302.44,11.39,D
21.97589,-78.55946,323.33,1.07,1.03,2025-02-16,1925,A,31,6.1NRT,305.8,11.92,D
21.98086,-78.70527,320.11,1.08,1.04,2025-02-16,1925,A,62,6.1NRT,303.57,7.64,D
21.97235,-78.81873,322.91,1.09,1.04,2025-02-16,1925,A,73,6.1NRT,304.42,13.67,D
22.00687,-78.65812,328.69,1.08,1.04,2025-02-16,1925,A,74,6.1NRT,306.44,16.36,D
21.98306,-78.8102,351.32,1.09,1.04,2025-02-16,1925,A,96,6.1NRT,305.19,63.66,D
21.98146,-78.8204,340.3,1.09,1.04,2025-02-16,1925,A,89,6.1NRT,306.01,39.85,D
21.83816,-79.77727,315.42,1.21,1.09,2025-02-16,1925,A,45,6.1NRT,303.34,7.17,D
22.02183,-78.68162,334.26,1.08,1.04,2025-02-16,1925,A,85,6.1NRT,307.65,26.62,D
22.02026,-78.69172,338.66,1.08,1.04,2025-02-16,1925,A,88,6.1NRT,308.58,33.62,D
22.06935,-78.43962,348.77,1.06,1.03,2025-02-16,1925,A,89,6.1NRT,305.38,56.09,D
22.03147,-78.67954,353.9,1.08,1.04,2025-02-16,1925,A,97,6.1NRT,305.78,68.39,D
22.02986,-78.68964,363.68,1.08,1.04,2025-02-16,1925,A,100,6.1NRT,307.53,96.61,D
22.1075,-78.25413,315.56,1.04,1.02,2025-02-16,1925,A,49,6.1NRT,303.46,6.41,D
22.07677,-78.45116,315.8,1.06,1.03,2025-02-16,1925,A,18,6.1NRT,303.26,7.58,D
22.07083,-78.66605,343.17,1.07,1.03,2025-02-16,1925,A,91,6.1NRT,304.26,44.15,D
22.25066,-79.0435,319.16,1.11,1.05,2025-02-16,1925,A,56,6.1NRT,303.84,9.38,D
22.25981,-79.04523,320.19,1.11,1.05,2025-02-16,1925,A,70,6.1NRT,304.76,10.6,D
22.30373,-78.94707,319.43,1.1,1.04,2025-02-16,1925,A,69,6.1NRT,304.57,10.5,D
22.22369,-79.77696,319.23,1.2,1.09,2025-02-16,1925,A,69,6.1NRT,305.72,10,D
22.10169,-80.55676,317.48,1.33,1.14,2025-02-16,1925,A,59,6.1NRT,304.46,10.75,D
22.09955,-80.56921,317.86,1.33,1.14,2025-02-16,1925,A,58,6.1NRT,303.4,11.39,D
22.21446,-80.0099,314.64,1.23,1.1,2025-02-16,1925,A,31,6.1NRT,296.06,9.05,D
22.19868,-80.22446,321.67,1.27,1.12,2025-02-16,1925,A,73,6.1NRT,304.35,14.02,D
22.15408,-80.73624,317.83,1.36,1.16,2025-02-16,1925,A,47,6.1NRT,303.87,11.49,D
22.24241,-80.21407,315.34,1.26,1.12,2025-02-16,1925,A,39,6.1NRT,297.91,8.01,D
22.2159,-80.36954,316.83,1.29,1.13,2025-02-16,1925,A,22,6.1NRT,302.52,8.91,D
22.15399,-80.72855,320.02,1.36,1.15,2025-02-16,1925,A,71,6.1NRT,304.22,13.44,D
22.22573,-80.37146,317.11,1.29,1.13,2025-02-16,1925,A,36,6.1NRT,303.9,9.19,D
22.21953,-80.40778,318.86,1.3,1.13,2025-02-16,1925,A,63,6.1NRT,302.73,12.28,D
22.29498,-80.20007,318.68,1.26,1.11,2025-02-16,1925,A,57,6.1NRT,296.92,11.49,D
22.31631,-80.2532,315.54,1.27,1.12,2025-02-16,1925,A,42,6.1NRT,297.86,6.82,D
22.30832,-80.36281,321.06,1.29,1.13,2025-02-16,1925,A,72,6.1NRT,302.58,13.36,D
22.31129,-80.35751,319.53,1.28,1.12,2025-02-16,1925,A,66,6.1NRT,302,11.25,D
22.40939,-80.01273,321.43,1.22,1.1,2025-02-16,1925,A,73,6.1NRT,305.97,13.99,D
22.38408,-80.28531,322.54,1.27,1.12,2025-02-16,1925,A,74,6.1NRT,298.47,16.57,D
22.3897,-80.37305,316.09,1.28,1.12,2025-02-16,1925,A,38,6.1NRT,299.29,8.94,D
22.33161,-80.89555,321.95,1.38,1.16,2025-02-16,1925,A,73,6.1NRT,304.9,19.08,D
22.34399,-80.88465,348.77,1.38,1.16,2025-02-16,1925,A,94,6.1NRT,303.41,81.54,D
22.34175,-80.89759,349.49,1.38,1.16,2025-02-16,1925,A,95,6.1NRT,305.46,84.36,D
22.47858,-80.15134,330.75,1.24,1.11,2025-02-16,1925,A,83,6.1NRT,303.96,29.31,D
22.47663,-80.16304,318.99,1.24,1.11,2025-02-16,1925,A,69,6.1NRT,302.36,11.32,D
22.35412,-80.88669,326.48,1.38,1.16,2025-02-16,1925,A,72,6.1NRT,299.06,25.51,D
22.35189,-80.89962,334.16,1.38,1.16,2025-02-16,1925,A,86,6.1NRT,299.28,41.31,D
22.3779,-80.93173,328.46,1.39,1.17,2025-02-16,1925,A,81,6.1NRT,303.61,28.26,D
22.54658,-80.18335,317.79,1.24,1.11,2025-02-16,1925,A,69,6.1NRT,303.65,10.26,D
22.55375,-80.38034,322.18,1.28,1.12,2025-02-16,1925,A,75,6.1NRT,303.23,16.86,D
22.55175,-80.39234,314.98,1.28,1.12,2025-02-16,1925,A,50,6.1NRT,301.84,7.32,D
22.65476,-79.82755,320.81,1.19,1.08,2025-02-16,1925,A,73,6.1NRT,303.42,14.64,D
22.69201,-79.80574,347.84,1.18,1.08,2025-02-16,1925,A,94,6.1NRT,304.71,63.72,D
22.69017,-79.81688,351.05,1.19,1.08,2025-02-16,1925,A,96,6.1NRT,305.42,72.82,D
22.70146,-79.80758,341.65,1.18,1.08,2025-02-16,1925,A,91,6.1NRT,301.34,49.01,D
22.69962,-79.81872,344.53,1.19,1.08,2025-02-16,1925,A,93,6.1NRT,301.09,56.03,D
22.60263,-80.45768,322.7,1.29,1.13,2025-02-16,1925,A,77,6.1NRT,302.89,19.84,D
22.60058,-80.46977,314.55,1.29,1.13,2025-02-16,1925,A,64,6.1NRT,299.97,9.1,D
22.67367,-80.15371,321.43,1.24,1.1,2025-02-16,1925,A,75,6.1NRT,300.15,17.27,D
22.55269,-80.87219,323.98,1.37,1.16,2025-02-16,1925,A,54,6.1NRT,287.86,24.92,D
22.56496,-80.86141,335.38,1.36,1.16,2025-02-16,1925,A,68,6.1NRT,290.51,45.78,D
22.56278,-80.87422,361.81,1.37,1.16,2025-02-16,1925,A,87,6.1NRT,290.51,133.7,D
22.57504,-80.86344,357.48,1.36,1.16,2025-02-16,1925,A,75,6.1NRT,287.31,114.37,D
22.68924,-80.80094,317.86,1.35,1.15,2025-02-16,1925,A,71,6.1NRT,294.24,16.9,D
22.7312,-80.6725,310.48,1.32,1.14,2025-02-16,1925,A,38,6.1NRT,287.73,8.49,D
22.68617,-81.23742,315.41,1.43,1.18,2025-02-16,1925,A,31,6.1NRT,292.91,11.71,D
22.78757,-80.82626,319.22,1.35,1.15,2025-02-16,1925,A,74,6.1NRT,282.01,19.95,D
22.78654,-80.83265,316.92,1.35,1.15,2025-02-16,1925,A,64,6.1NRT,283.1,16.88,D
22.85662,-80.84702,310.51,1.35,1.15,2025-02-16,1925,A,23,6.1NRT,291.99,8.23,D
22.45277,-83.2692,313.11,2.01,1.38,2025-02-16,1925,A,43,6.1NRT,285.07,22.63,D
22.63087,-83.24248,311.56,1.98,1.37,2025-02-16,1925,A,45,6.1NRT,283.71,22.04,D
22.99156,-81.30977,306.93,1.43,1.18,2025-02-16,1925,A,33,6.1NRT,284.39,9.63,D
22.86827,-82.50696,317.34,1.74,1.29,2025-02-16,1925,A,67,6.1NRT,297.84,19.73,D
26.34292,-77.04742,328.68,1.02,1.01,2025-02-16,1927,A,0,6.1NRT,300.55,22.03,D
26.34154,-77.05733,318.25,1.02,1.01,2025-02-16,1927,A,52,6.1NRT,302.5,10.81,D
26.35176,-77.04896,373.3,1.02,1.01,2025-02-16,1927,A,94,6.1NRT,305.57,124.27,D
26.35039,-77.05888,326.65,1.02,1.01,2025-02-16,1927,A,80,6.1NRT,304.09,18.61,D
26.36061,-77.05049,385.5,1.02,1.01,2025-02-16,1927,A,100,6.1NRT,307.93,175.91,D
26.35923,-77.06042,335.03,1.02,1.01,2025-02-16,1927,A,87,6.1NRT,303.41,30.24,D
27.85726,-80.66979,313.72,1.12,1.05,2025-02-16,1927,A,66,6.1NRT,297.26,8.01,D
29.88032,-90.46112,306.91,4.34,1.92,2025-02-16,1927,A,56,6.1NRT,289.49,63.25,D
29.88424,-90.46625,305.51,4.34,1.92,2025-02-16,1927,A,54,6.1NRT,289.37,56.13,D
31.88435,-81.58468,311.5,1.1,1.04,2025-02-16,1927,A,66,6.1NRT,290.25,10.54,D
31.90069,-81.60004,303.54,1.1,1.04,2025-02-16,1927,A,16,6.1NRT,289.83,4.64,D
31.79983,-82.58091,315.52,1.21,1.09,2025-02-16,1927,A,76,6.1NRT,292.07,15.69,D
32.49872,-83.88475,310.41,1.38,1.16,2025-02-16,1927,A,70,6.1NRT,287.51,14.35,D
32.62195,-83.37452,300.4,1.29,1.13,2025-02-16,1927,A,36,6.1NRT,290.22,4.14,D
32.6196,-83.38777,305.2,1.29,1.13,2025-02-16,1927,A,61,6.1NRT,291.96,8.02,D
32.97274,-82.59521,310.82,1.17,1.08,2025-02-16,1929,A,70,6.1NRT,292.01,11.33,D
32.98209,-82.59747,307.54,1.17,1.08,2025-02-16,1929,A,66,6.1NRT,292.1,8.32,D
33.12086,-82.14687,302.08,1.11,1.05,2025-02-16,1929,A,51,6.1NRT,291.59,4.67,D
34.33957,-82.76019,300.92,1.14,1.06,2025-02-16,1929,A,43,6.1NRT,288.28,5.35,D
18.21364,-96.03329,336.35,1.59,1.24,2025-02-16,2101,A,0,6.1NRT,295.35,59.99,D
18.78926,-97.71223,325.69,1.26,1.11,2025-02-16,2101,A,58,6.1NRT,300.35,17.81,D
19.26435,-97.74205,320.55,1.27,1.12,2025-02-16,2101,A,71,6.1NRT,302.82,10.93,D
19.2628,-97.7538,322.64,1.27,1.12,2025-02-16,2101,A,76,6.1NRT,303,13.51,D
19.26632,-97.74915,327.51,1.27,1.12,2025-02-16,2101,A,81,6.1NRT,303.48,19.94,D
18.77782,-103.72678,317.15,1.22,1.1,2025-02-16,2101,A,51,6.1NRT,299.93,9.52,D
19.03736,-102.27492,337.25,1.05,1.02,2025-02-16,2101,A,87,6.1NRT,308.29,27.79,D
19.03587,-102.28461,325.24,1.05,1.02,2025-02-16,2101,A,76,6.1NRT,307.77,10.57,D
19.04792,-102.79877,373.11,1.1,1.04,2025-02-16,2101,A,100,6.1NRT,312.11,129.69,D
19.04633,-102.80893,350.39,1.1,1.04,2025-02-16,2101,A,95,6.1NRT,310.1,56.59,D
19.56841,-103.36647,320.25,1.15,1.07,2025-02-16,2101,A,67,6.1NRT,306.18,8.2,D
20.46298,-101.0753,325.26,1,1,2025-02-16,2103,A,76,6.1NRT,301.99,19.61,D
20.57971,-101.17346,325.96,1,1,2025-02-16,2103,A,72,6.1NRT,310.16,11.58,D
20.45936,-103.30186,346.99,1.11,1.05,2025-02-16,2103,A,93,6.1NRT,311.69,47.43,D
20.45775,-103.31205,358.38,1.11,1.05,2025-02-16,2103,A,99,6.1NRT,315.22,77.88,D
20.8171,-101.32717,325.86,1,1,2025-02-16,2103,A,48,6.1NRT,309.69,9.73,D
21.01585,-101.65916,326.3,1,1,2025-02-16,2103,A,72,6.1NRT,313.05,9.75,D
21.19457,-100.6228,330.8,1.01,1.01,2025-02-16,2103,A,81,6.1NRT,308.69,19.35,D
21.0954,-101.80287,325.33,1.01,1,2025-02-16,2103,A,71,6.1NRT,310.89,8.84,D
21.00346,-102.41676,346.35,1.03,1.01,2025-02-16,2103,A,80,6.1NRT,310.85,43.27,D
21.00201,-102.4263,324.21,1.03,1.01,2025-02-16,2103,A,63,6.1NRT,310.01,9.01,D
21.75917,-101.50945,327.01,1,1,2025-02-16,2103,A,58,6.1NRT,313.85,9.31,D
21.83553,-101.30768,323.68,1,1,2025-02-16,2103,A,71,6.1NRT,308.41,8.58,D
22.15699,-100.72512,315.82,1.02,1.01,2025-02-16,2103,A,54,6.1NRT,299.09,6.59,D
22.51678,-98.67347,324.36,1.23,1.1,2025-02-16,2103,A,75,6.1NRT,304.86,14.98,D
22.83044,-98.44832,322.01,1.28,1.12,2025-02-16,2103,A,71,6.1NRT,307.31,11,D
22.83898,-99.0266,315.94,1.19,1.08,2025-02-16,2103,A,58,6.1NRT,303.55,6.57,D
22.83752,-99.03785,317.69,1.19,1.08,2025-02-16,2103,A,62,6.1NRT,304.34,8.05,D
22.84219,-99.48187,324.33,1.13,1.06,2025-02-16,2103,A,75,6.1NRT,304.35,17.82,D
22.50176,-102.2318,325.85,1.01,1,2025-02-16,2103,A,74,6.1NRT,312.49,9.95,D
23.08758,-98.67696,322.75,1.25,1.11,2025-02-16,2103,A,68,6.1NRT,306.33,11.79,D
23.09884,-98.66669,321.78,1.25,1.11,2025-02-16,2103,A,54,6.1NRT,306.77,10.52,D
23.09732,-98.67846,321.44,1.25,1.11,2025-02-16,2103,A,36,6.1NRT,307.81,9.97,D
23.09985,-98.67238,328.09,1.25,1.11,2025-02-16,2103,A,66,6.1NRT,308.03,19.97,D
22.76477,-105.69195,337.71,1.39,1.17,2025-02-16,2103,A,90,6.1NRT,303.74,51.94,D
23.01209,-105.20712,312.86,1.29,1.13,2025-02-16,2103,A,59,6.1NRT,291.87,10.34,D
23.60097,-106.10159,320.53,1.42,1.18,2025-02-16,2103,A,73,6.1NRT,308.05,14.55,D
23.65929,-106.07141,319.19,1.42,1.18,2025-02-16,2103,A,67,6.1NRT,308.85,11.06,D
24.11309,-103.56322,326.25,1.05,1.02,2025-02-16,2103,A,72,6.1NRT,310.15,12.21,D
24.75683,-99.619,325.42,1.17,1.08,2025-02-16,2103,A,77,6.1NRT,303.3,20.67,D
24.75539,-99.63027,314.4,1.17,1.07,2025-02-16,2103,A,53,6.1NRT,302.22,7.33,D
25.20408,-97.80067,315.59,1.51,1.21,2025-02-16,2103,A,56,6.1NRT,298.93,14.91,D
24.16289,-107.12008,316.46,1.62,1.25,2025-02-16,2103,A,45,6.1NRT,305.53,10.49,D
25.57169,-99.93824,313.09,1.15,1.07,2025-02-16,2103,A,54,6.1NRT,300.81,6.08,D
25.87308,-97.64859,313.37,1.58,1.24,2025-02-16,2103,A,54,6.1NRT,300.2,10.66,D
25.61678,-99.73844,313.37,1.18,1.08,2025-02-16,2103,A,56,6.1NRT,301.03,6.95,D
25.79293,-100.50336,314.03,1.09,1.04,2025-02-16,2103,A,49,6.1NRT,302.47,5.49,D
25.81844,-100.57823,360.07,1.09,1.04,2025-02-16,2103,A,100,6.1NRT,305.05,89.19,D
25.81705,-100.58878,340.92,1.09,1.04,2025-02-16,2103,A,90,6.1NRT,302.99,42.33,D
26.39218,-98.93036,318.15,1.33,1.14,2025-02-16,2103,A,67,6.1NRT,302.97,11.34,D
26.39064,-98.94332,321.65,1.33,1.14,2025-02-16,2103,A,73,6.1NRT,302.97,16.24,D
26.40067,-98.94482,317.92,1.33,1.14,2025-02-16,2103,A,45,6.1NRT,303.59,10.32,D
25.47334,-107.95898,321.37,1.75,1.3,2025-02-16,2103,A,67,6.1NRT,310.68,13.34,D
27.68011,-98.98078,310.55,1.37,1.16,2025-02-16,2105,A,45,6.1NRT,299.91,6.95,D
27.98176,-98.50783,311.83,1.48,1.2,2025-02-16,2105,A,57,6.1NRT,297.29,11.31,D
28.06401,-98.31391,314.2,1.53,1.22,2025-02-16,2105,A,65,6.1NRT,296.5,16.52,D
28.88799,-96.92249,304.08,1.95,1.36,2025-02-16,2105,A,26,6.1NRT,290.12,10.41,D
28.88401,-96.90952,305.57,1.96,1.37,2025-02-16,2105,A,54,6.1NRT,291.19,14.17,D
28.34857,-104.67791,334.8,1.05,1.02,2025-02-16,2105,A,85,6.1NRT,308.77,26.54,D
28.34692,-104.68825,325.35,1.05,1.02,2025-02-16,2105,A,75,6.1NRT,309.31,13.4,D
29.58839,-94.50054,316.02,2.97,1.64,2025-02-16,2105,A,66,6.1NRT,288.79,69.34,D
29.58602,-94.53033,301.81,2.96,1.64,2025-02-16,2105,A,37,6.1NRT,288.59,21.1,D
29.82573,-92.95918,300.89,3.85,1.83,2025-02-16,2105,A,40,6.1NRT,287.6,30.38,D
29.73469,-94.18207,309.68,3.14,1.68,2025-02-16,2105,A,64,6.1NRT,288.49,45.16,D
29.74952,-94.18351,310.48,3.14,1.68,2025-02-16,2105,A,66,6.1NRT,288.69,48.53,D
29.73376,-94.18678,312,3.14,1.68,2025-02-16,2105,A,45,6.1NRT,288.54,50.84,D
29.74859,-94.18827,313.61,3.14,1.68,2025-02-16,2105,A,62,6.1NRT,288.81,57.98,D
29.26446,-99.8837,316.35,1.28,1.12,2025-02-16,2105,A,70,6.1NRT,301.79,10.45,D
29.26291,-99.89643,312.64,1.27,1.12,2025-02-16,2105,A,59,6.1NRT,300.81,6.76,D
30.41039,-98.93184,309.79,1.5,1.21,2025-02-16,2105,A,68,6.1NRT,290.44,15.05,D
30.38716,-99.52215,303.41,1.38,1.16,2025-02-16,2105,A,37,6.1NRT,290.54,5.98,D
30.38554,-99.53622,309.59,1.38,1.16,2025-02-16,2105,A,66,6.1NRT,291.16,12.16,D
30.39739,-99.5237,346.92,1.38,1.16,2025-02-16,2105,A,95,6.1NRT,292.77,87,D
30.39575,-99.53787,373.46,1.38,1.16,2025-02-16,2105,A,100,6.1NRT,297.25,203.17,D
30.39412,-99.55192,309.73,1.38,1.16,2025-02-16,2105,A,67,6.1NRT,292.03,12,D
30.575,-99.38936,308.69,1.42,1.18,2025-02-16,2105,A,66,6.1NRT,293.16,11.24,D
31.32776,-97.78737,314.51,1.84,1.33,2025-02-16,2108,A,75,6.1NRT,288.08,32.29,D
31.32584,-97.80638,304.11,1.83,1.33,2025-02-16,2108,A,51,6.1NRT,287.01,14.49,D
31.33944,-97.789,339.75,1.84,1.33,2025-02-16,2108,A,92,6.1NRT,289.56,103.04,D
31.3361,-97.79559,323.17,1.84,1.33,2025-02-16,2108,A,64,6.1NRT,289.67,47.79,D
31.54785,-111.47751,325.42,2.23,1.45,2025-02-16,2108,A,67,6.1NRT,298.7,51.48,D
31.54316,-111.50012,322.33,2.24,1.45,2025-02-16,2108,A,29,6.1NRT,299.64,39.14,D
31.55093,-111.52637,321.67,2.25,1.45,2025-02-16,2108,A,51,6.1NRT,299.16,38.15,D
35.27782,-99.9697,317.11,1.51,1.21,2025-02-16,2108,A,77,6.1NRT,287.63,26.47,D
36.27138,-99.03239,315.72,1.78,1.31,2025-02-16,2108,A,76,6.1NRT,282.23,38.09,D
